Artist,Track,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,speechiness,tempo,,,,,
AC Slater,6EqFMCnVGBRNmwPlk2f3Uc,Dope Slinger,0.22,0.907,0.633,0.142,2,0.0585,-7.516,0.107,128.011
AC Slater,6EqFMCnVGBRNmwPlk2f3Uc,Night Bass Thing,0.000384,0.803,0.759,0.14,8,0.0728,-5.805,0.0501,126.018
AC Slater,6EqFMCnVGBRNmwPlk2f3Uc,Giant Mouse,0.0809,0.937,0.779,0.0823,9,0.0301,-5.296,0.238,127.065
AC Slater,6EqFMCnVGBRNmwPlk2f3Uc,Jaws - Phlegmatic Dogs Remix,0.00196,0.898,0.815,0.704,10,0.0915,-5.091,0.153,124.997
AC Slater,6EqFMCnVGBRNmwPlk2f3Uc,Free Your Soul,0.0093,0.837,0.897,0.567,9,0.0385,-6.327,0.0553,124.005
AC Slater,6EqFMCnVGBRNmwPlk2f3Uc,Ultra Hype,0.0111,0.805,0.991,0.82,11,0.0188,-5.242,0.0553,127.011
AC Slater,6EqFMCnVGBRNmwPlk2f3Uc,U Got 2,0.00487,0.786,0.88,0.81,0,0.152,-6.197,0.0672,126.006
Secondcity,2ew9JvyyuOGkhahuwdovDq,I Wanna Feel,0.0693,0.69,0.895,0.00237,10,0.102,-6.305,0.0596,122.022
Secondcity,2ew9JvyyuOGkhahuwdovDq,I Enter - Original Mix,0.000499,0.829,0.727,0.852,10,0.0352,-9.199,0.0563,123.002
Secondcity,2ew9JvyyuOGkhahuwdovDq,Tomorrow’s World,0.000576,0.565,0.916,0.162,5,0.0496,-7.009,0.19,126.03
Secondcity,2ew9JvyyuOGkhahuwdovDq,Never Been In Love,0.126,0.772,0.889,0.121,1,0.14,-6.336,0.325,122.066
Secondcity,2ew9JvyyuOGkhahuwdovDq,Love That I’ve Wasted - Original Mix,0.000166,0.751,0.932,0.924,7,0.0613,-5.154,0.0374,124.005
Secondcity,2ew9JvyyuOGkhahuwdovDq,Love That I’ve Wasted,0.000404,0.703,0.945,0.906,7,0.12,-4.955,0.0381,123.999
Secondcity,2ew9JvyyuOGkhahuwdovDq,Set You Free - Secondcity Terrace 91 Remix,0.19,0.858,0.83,0.656,10,0.105,-7.39,0.0672,124.979
Secondcity,2ew9JvyyuOGkhahuwdovDq,A’ndia,0.0161,0.838,0.963,0.732,1,0.0824,-6.445,0.0644,125.006
Secondcity,2ew9JvyyuOGkhahuwdovDq,Kwelanga,0.00207,0.742,0.965,0.915,11,0.0454,-6.869,0.0417,124.007
Secondcity,2ew9JvyyuOGkhahuwdovDq,Can You Feel It,0.101,0.797,0.953,0.928,5,0.0862,-7.516,0.0483,124.997
Low Steppa,5OImcY3khBn9UFjzgaapob,Heard It All Before,0.021,0.689,0.874,0,10,0.335,-5.121,0.0571,123.012
Low Steppa,5OImcY3khBn9UFjzgaapob,Runnin',0.000653,0.551,0.935,0.00217,0,0.298,-4.101,0.0368,123.037
Low Steppa,5OImcY3khBn9UFjzgaapob,You're My Life,0.000348,0.778,0.825,0.0145,3,0.353,-7.44,0.155,123.041
Low Steppa,5OImcY3khBn9UFjzgaapob,Close To Me,0.00128,0.696,0.84,0.656,7,0.0549,-9.756,0.0498,123.993
Low Steppa,5OImcY3khBn9UFjzgaapob,Can't Lie,0.00618,0.675,0.904,0,10,0.338,-3.477,0.0393,122.99
Low Steppa,5OImcY3khBn9UFjzgaapob,Playing Drunk,0.000925,0.802,0.979,0.38,9,0.818,-5.277,0.052,123.996
Low Steppa,5OImcY3khBn9UFjzgaapob,Heard It All Before - Low Steppa's Warehouse Mix,0.0108,0.78,0.778,3.27e-06,6,0.867,-6.267,0.14,123.034
Low Steppa,5OImcY3khBn9UFjzgaapob,So Real - Low Steppa Club Mix,0.0167,0.8,0.845,0.692,7,0.516,-6.435,0.105,122.035
Low Steppa,5OImcY3khBn9UFjzgaapob,Afters Groove,0.00223,0.858,0.896,0.0786,0,0.0403,-5.981,0.0499,125.008
Low Steppa,5OImcY3khBn9UFjzgaapob,Heard It All Before - Scott Diaz Remix,0.00565,0.784,0.891,0.00111,10,0.903,-5.802,0.0458,122.998
Zac Samuel,3imlibJrwqYv8gqII7u4r0,Say Something - Zac Samuel Remix,0.0099,0.698,0.697,8.04e-06,7,0.144,-6.125,0.0389,119.993
Zac Samuel,3imlibJrwqYv8gqII7u4r0,Set Out Your Loving,0.327,0.63,0.862,0,7,0.824,-5.071,0.0605,125.124
Zac Samuel,3imlibJrwqYv8gqII7u4r0,Who Do You Think Of? - Zac Samuel Remix,0.00675,0.574,0.885,0.000667,2,0.353,-5.903,0.0679,119.988
Zac Samuel,3imlibJrwqYv8gqII7u4r0,Play It Cool - Crazy Cousinz Remix,0.00121,0.64,0.938,0.223,6,0.199,-5.625,0.0333,124.004
Zac Samuel,3imlibJrwqYv8gqII7u4r0,Never Letting Go,0.0394,0.658,0.831,0.0036,9,0.247,-4.113,0.0375,108.025
Zac Samuel,3imlibJrwqYv8gqII7u4r0,Takes A Little Time,0.132,0.681,0.783,0.0112,7,0.156,-5.986,0.034,117.985
Zac Samuel,3imlibJrwqYv8gqII7u4r0,Sunset Lover - Zac Samuel Remix,0.61,0.691,0.642,0.0976,6,0.14,-8.272,0.03,117.993
Zac Samuel,3imlibJrwqYv8gqII7u4r0,Got the Feeling - Zac Samuel Remix,0.00899,0.677,0.709,0.000285,0,0.119,-9.293,0.0309,123.96
Zac Samuel,3imlibJrwqYv8gqII7u4r0,Don't Call Me Up - Zac Samuel Remix,0.103,0.77,0.854,0.000114,9,0.238,-4.673,0.0639,115.943
Zac Samuel,3imlibJrwqYv8gqII7u4r0,Losing You,0.0106,0.713,0.706,0.0728,0,0.0984,-7.199,0.0426,122.005
Blonde,2nuKjZLgc7II6FO4Rxjt5e,All Cried Out (feat. Alex Newell) - Radio Edit,0.428,0.657,0.757,0,0,0.0728,-5.257,0.0584,122.056
Blonde,2nuKjZLgc7II6FO4Rxjt5e,I Loved You (feat. Melissa Steel),0.16,0.647,0.792,0,10,0.0624,-6.391,0.0504,122.432
Blonde,2nuKjZLgc7II6FO4Rxjt5e,Just For One Night (feat. Astrid S),0.277,0.814,0.539,0,8,0.0699,-8.48,0.171,118.005
Blonde,2nuKjZLgc7II6FO4Rxjt5e,Nothing Like This,0.1,0.724,0.846,0,8,0.054,-4.683,0.0373,124.006
Blonde,2nuKjZLgc7II6FO4Rxjt5e,Silence - Blonde Remix,0.00995,0.79,0.706,0.00105,11,0.0638,-6.562,0.0686,123.979
Blonde,2nuKjZLgc7II6FO4Rxjt5e,Feel Good (It's Alright) [feat. Karen Harding],0.104,0.64,0.916,0,1,0.0521,-3.164,0.0479,123.995
Blonde,2nuKjZLgc7II6FO4Rxjt5e,All Cried Out (feat. Alex Newell) - Don Diablo Remix,0.00448,0.584,0.964,0.851,0,0.121,-2.995,0.0607,125.995
Blonde,2nuKjZLgc7II6FO4Rxjt5e,Hands On Me (feat. Maluma & Rae Sremmurd) - Blonde Remix,0.0342,0.831,0.812,0.00024,0,0.284,-6.125,0.141,124.08
Blonde,2nuKjZLgc7II6FO4Rxjt5e,All Cried Out (feat. Alex Newell) - Oliver Nelson Remix,0.088,0.681,0.932,0.0138,0,0.09,-2.368,0.0492,116.026
The Magician,4WUGQykLBGFfsl0Qjl6TDM,I Follow Rivers - The Magician Remix,0.0234,0.786,0.696,0.0019,9,0.0839,-5.796,0.0428,121.974
The Magician,4WUGQykLBGFfsl0Qjl6TDM,SHY (feat. Brayton Bowman),0.00995,0.601,0.802,0.00392,1,0.131,-3.882,0.0511,122.979
The Magician,4WUGQykLBGFfsl0Qjl6TDM,Sunlight (feat. Years and Years) - Radio Edit,0.0114,0.633,0.818,0,1,0.259,-5.437,0.0376,121.975
The Magician,4WUGQykLBGFfsl0Qjl6TDM,Las Vegas,0.0319,0.783,0.718,6.57e-06,11,0.123,-5.82,0.0636,105.011
The Magician,4WUGQykLBGFfsl0Qjl6TDM,Jalisco,2.86e-05,0.813,0.735,0.861,0,0.0741,-3.111,0.0345,124.003
The Magician,4WUGQykLBGFfsl0Qjl6TDM,Love Break,0.133,0.711,0.864,0,10,0.0943,-4.548,0.0813,102.004
The Magician,4WUGQykLBGFfsl0Qjl6TDM,Rather Be (feat. Jess Glynne) - The Magician Remix,0.0154,0.807,0.731,0.0775,1,0.0974,-6.871,0.0432,121.018
The Magician,4WUGQykLBGFfsl0Qjl6TDM,Side Effects - The Magician Remix,0.00134,0.772,0.504,0.00138,0,0.0789,-9.857,0.0762,110.003
The Magician,4WUGQykLBGFfsl0Qjl6TDM,Together,0.111,0.709,0.861,7.86e-05,10,0.13,-4.091,0.0373,121.995
The Magician,4WUGQykLBGFfsl0Qjl6TDM,Build a Fire,0.00486,0.757,0.845,2.37e-05,4,0.109,-3.634,0.134,103.95
Redlight,4ly0VtIYiDYVA4q6ry0NUk,Get Out My Head,0.174,0.741,0.418,0.206,11,0.0796,-3.058,0.0488,138.076
Redlight,4ly0VtIYiDYVA4q6ry0NUk,Get Wavey - Original Mix,0.000521,0.654,0.933,0.412,8,0.0758,-6.088,0.0427,129.986
Redlight,4ly0VtIYiDYVA4q6ry0NUk,Lost In Your Love,0.054,0.73,0.878,0.00542,6,0.0697,-3.739,0.102,133.932
Redlight,4ly0VtIYiDYVA4q6ry0NUk,Here with Me - Lobster Boy Mix,0.0247,0.665,0.695,0.0181,11,0.349,-7.1,0.0443,124.019
Redlight,4ly0VtIYiDYVA4q6ry0NUk,9TS (90s Baby),0.00016,0.815,0.845,0.159,7,0.0833,-7.842,0.0455,123.99
Redlight,4ly0VtIYiDYVA4q6ry0NUk,Body - Redlight Remix,0.0134,0.802,0.959,0.128,9,0.0192,-5.29,0.0516,130.036
Redlight,4ly0VtIYiDYVA4q6ry0NUk,Me & You,0.012,0.782,0.732,0.162,11,0.0485,-7.322,0.0461,124.02
Redlight,4ly0VtIYiDYVA4q6ry0NUk,Freaky,0.0785,0.696,0.887,0.317,11,0.114,-5.216,0.0858,126.01
Redlight,4ly0VtIYiDYVA4q6ry0NUk,Ultra Hype,0.0111,0.805,0.991,0.82,11,0.0188,-5.242,0.0553,127.011
Redlight,4ly0VtIYiDYVA4q6ry0NUk,Gold Teeth,0.00923,0.796,0.706,0.0004,1,0.684,-8.925,0.0566,125.002
Chris Lake,5Igpc9iLZ3YGtKeYfSrrOE,Turn off the Lights (feat. Alexis Roberts),0.0467,0.824,0.745,3.29e-05,11,0.198,-5.49,0.0755,125.013
Chris Lake,5Igpc9iLZ3YGtKeYfSrrOE,Boneless,0.00445,0.743,0.962,0.613,11,0.352,-3.205,0.0629,127.99
Chris Lake,5Igpc9iLZ3YGtKeYfSrrOE,Deceiver,0.0195,0.881,0.883,0.148,11,0.0825,-5.494,0.0633,124.016
Chris Lake,5Igpc9iLZ3YGtKeYfSrrOE,How Deep Is Your Love - Chris Lake Remix,0.00224,0.727,0.85,0.00843,4,0.412,-4.991,0.0425,121.973
Chris Lake,5Igpc9iLZ3YGtKeYfSrrOE,Hey Pablo,0.000749,0.805,0.943,0.868,11,0.679,-6.503,0.0563,126.0
Chris Lake,5Igpc9iLZ3YGtKeYfSrrOE,Delirious (Boneless) (feat. Kid Ink),0.0195,0.706,0.912,0,8,0.232,-4.44,0.0565,128.004
Chris Lake,5Igpc9iLZ3YGtKeYfSrrOE,I Want You,0.00426,0.776,0.883,0.351,11,0.0571,-5.845,0.0712,125.008
Chris Lake,5Igpc9iLZ3YGtKeYfSrrOE,Bonfire - Chris Lake Remix,0.155,0.52,0.767,0.035,5,0.0704,-5.363,0.122,125.084
Chris Lake,5Igpc9iLZ3YGtKeYfSrrOE,Lose My Mind,0.142,0.711,0.983,0.673,1,0.34,-8.243,0.106,125.016
Chris Lake,5Igpc9iLZ3YGtKeYfSrrOE,Nothing Better,0.0194,0.699,0.936,0.000431,7,0.0506,-5.601,0.125,125.946
Le Youth,1Zz6NBe8UIZjm88TvehFtx,Me Without You,0.0285,0.729,0.613,0.000104,6,0.0737,-6.933,0.0989,111.94
Le Youth,1Zz6NBe8UIZjm88TvehFtx,Stay (feat. Karen Harding),0.0499,0.744,0.727,0,6,0.186,-5.163,0.0877,120.105
Le Youth,1Zz6NBe8UIZjm88TvehFtx,C O O L - Radio Edit,0.0242,0.735,0.759,0.185,1,0.0966,-6.914,0.0449,109.982
Le Youth,1Zz6NBe8UIZjm88TvehFtx,Clap Your Hands (feat. Ava Max),0.00507,0.788,0.824,0.00752,11,0.183,-4.85,0.0761,111.988
Le Youth,1Zz6NBe8UIZjm88TvehFtx,If You're Leaving,0.0119,0.709,0.764,0.00111,7,0.355,-6.221,0.0601,120.093
Le Youth,1Zz6NBe8UIZjm88TvehFtx,Boomerang,0.00267,0.726,0.699,0,6,0.146,-7.356,0.0822,112.007
Le Youth,1Zz6NBe8UIZjm88TvehFtx,Walk Away,0.129,0.667,0.902,0,7,0.065,-3.824,0.0364,117.969
Le Youth,1Zz6NBe8UIZjm88TvehFtx,R E A L,0.0173,0.772,0.769,0.000631,11,0.05,-6.387,0.137,114.984
Le Youth,1Zz6NBe8UIZjm88TvehFtx,Stay (feat. Karen Harding) - Kyle Watson Remix,0.0314,0.802,0.743,0.87,8,0.2,-7.461,0.0607,123.014
Le Youth,1Zz6NBe8UIZjm88TvehFtx,Lie - Le Youth Remix,0.133,0.719,0.736,0.00394,5,0.201,-6.569,0.156,119.004
Route 94,1dgdvbogmctybPrGEcnYf6,My Love (feat. Jess Glynne),0.000132,0.814,0.622,0.72,8,0.0658,-7.573,0.0492,119.976
Route 94,1dgdvbogmctybPrGEcnYf6,House & Pressure,0.00454,0.868,0.66,0.205,10,0.0843,-6.079,0.057,125.983
Route 94,1dgdvbogmctybPrGEcnYf6,Tell You Why,0.0338,0.806,0.501,0.805,3,0.104,-8.915,0.0675,122.999
Route 94,1dgdvbogmctybPrGEcnYf6,In My Heart,0.00206,0.861,0.698,0.847,11,0.0504,-8.975,0.0496,119.994
Route 94,1dgdvbogmctybPrGEcnYf6,My Love (feat. Jess Glynne) - Sigma Remix,0.000635,0.519,0.979,0.0151,10,0.118,-2.513,0.0686,174.976
Route 94,1dgdvbogmctybPrGEcnYf6,Caramel,0.115,0.808,0.708,0.621,11,0.0902,-7.175,0.048,125.029
Route 94,1dgdvbogmctybPrGEcnYf6,House & Pressure - Original Mix,0.000125,0.809,0.672,0.806,10,0.0731,-7.944,0.0572,125.989
Route 94,1dgdvbogmctybPrGEcnYf6,My Love (feat. Jess Glynne) - Royal-T Remix,0.0119,0.76,0.751,3.83e-05,1,0.146,-6.804,0.0402,129.989
Route 94,1dgdvbogmctybPrGEcnYf6,Walls Come Tumbling Down,0.000995,0.843,0.669,0.823,7,0.0507,-8.587,0.0632,119.993
Route 94,1dgdvbogmctybPrGEcnYf6,Dark Keyless,0.000755,0.791,0.894,0.0377,4,0.0981,-7.385,0.0464,130.002
The Lumineers,16oZKvXb6WkQlVAjwo2Wbg,Ho Hey,0.765,0.682,0.471,0,0,0.0908,-9.182,0.0301,79.907
The Lumineers,16oZKvXb6WkQlVAjwo2Wbg,Sleep On The Floor,0.265,0.385,0.435,0,7,0.13,-8.01,0.0338,142.443
The Lumineers,16oZKvXb6WkQlVAjwo2Wbg,Ophelia,0.595,0.663,0.582,0.00021,5,0.0849,-6.451,0.0284,76.047
The Lumineers,16oZKvXb6WkQlVAjwo2Wbg,Stubborn Love,0.604,0.596,0.544,0.017,0,0.262,-11.759,0.0362,115.022
The Lumineers,16oZKvXb6WkQlVAjwo2Wbg,Cleopatra,0.24,0.538,0.762,5.36e-05,8,0.0978,-6.777,0.0417,151.333
The Lumineers,16oZKvXb6WkQlVAjwo2Wbg,Nobody Knows,0.759,0.634,0.382,0.0021,9,0.101,-12.877,0.0363,81.971
The Lumineers,16oZKvXb6WkQlVAjwo2Wbg,Angela,0.647,0.667,0.599,0.000538,4,0.113,-8.165,0.0313,130.323
The Lumineers,16oZKvXb6WkQlVAjwo2Wbg,Flowers In Your Hair,0.753,0.676,0.609,5.85e-05,7,0.209,-10.183,0.034,127.45
The Lumineers,16oZKvXb6WkQlVAjwo2Wbg,Visions Of China,0.924,0.63,0.214,2.65e-05,4,0.102,-9.455,0.0301,124.982
The Lumineers,16oZKvXb6WkQlVAjwo2Wbg,Walls,0.692,0.609,0.44,0,10,0.0688,-6.32,0.0265,108.427
The Head and the Heart,0n94vC3S9c3mb2HyNAOcjg,Rivers And Roads,0.726,0.487,0.199,3.91e-05,0,0.0755,-8.931,0.0354,137.873
The Head and the Heart,0n94vC3S9c3mb2HyNAOcjg,All We Ever Knew,0.00224,0.487,0.724,1.03e-05,0,0.213,-5.905,0.0289,102.03
The Head and the Heart,0n94vC3S9c3mb2HyNAOcjg,Lost In My Mind,0.43,0.372,0.542,0.000335,2,0.282,-8.113,0.0288,95.34
The Head and the Heart,0n94vC3S9c3mb2HyNAOcjg,Don't Dream It's Over,0.0824,0.433,0.73,2.01e-06,8,0.105,-4.933,0.0315,84.138
The Head and the Heart,0n94vC3S9c3mb2HyNAOcjg,Another Story,0.548,0.32,0.448,0.125,5,0.272,-10.103,0.0299,85.464
The Head and the Heart,0n94vC3S9c3mb2HyNAOcjg,Shake,0.465,0.478,0.787,0.759,4,0.13,-8.004,0.0351,111.091
The Head and the Heart,0n94vC3S9c3mb2HyNAOcjg,Down In The Valley,0.562,0.417,0.403,0.0282,0,0.113,-10.478,0.0291,105.807
The Head and the Heart,0n94vC3S9c3mb2HyNAOcjg,Rhythm & Blues,0.00148,0.433,0.863,0.00107,4,0.351,-4.452,0.0296,82.998
The Head and the Heart,0n94vC3S9c3mb2HyNAOcjg,Library Magic,0.248,0.425,0.616,0,4,0.0978,-7.585,0.0381,89.705
The Head and the Heart,0n94vC3S9c3mb2HyNAOcjg,Let's Be Still,0.679,0.64,0.412,0.00357,9,0.106,-10.728,0.0278,131.245
Blind Pilot,6qiGjRyN7TJ1GA2nXF68Hi,3 Rounds and a Sound,0.843,0.381,0.288,0.00226,1,0.12,-12.323,0.0337,59.343
Blind Pilot,6qiGjRyN7TJ1GA2nXF68Hi,Three Rounds and a Sound - Daytrotter Version,0.884,0.631,0.309,0.00206,1,0.0439,-9.527,0.0302,118.498
Blind Pilot,6qiGjRyN7TJ1GA2nXF68Hi,The Story I Heard,0.57,0.739,0.443,0.000895,1,0.0798,-13.002,0.0266,95.538
Blind Pilot,6qiGjRyN7TJ1GA2nXF68Hi,Half Moon,0.164,0.54,0.535,0.00225,7,0.104,-8.909,0.0315,150.84
Blind Pilot,6qiGjRyN7TJ1GA2nXF68Hi,Oviedo,0.825,0.682,0.344,0.00113,5,0.0872,-13.032,0.0372,143.909
Blind Pilot,6qiGjRyN7TJ1GA2nXF68Hi,One Red Thread,0.812,0.504,0.339,0.00075,2,0.083,-13.007,0.0325,97.859
Blind Pilot,6qiGjRyN7TJ1GA2nXF68Hi,Umpqua Rushing,0.26,0.476,0.583,0.00527,0,0.215,-7.124,0.0328,78.026
Blind Pilot,6qiGjRyN7TJ1GA2nXF68Hi,We Are the Tide,0.173,0.626,0.773,0.154,11,0.161,-8.154,0.0466,120.214
Blind Pilot,6qiGjRyN7TJ1GA2nXF68Hi,Packed Powder,0.0269,0.417,0.727,0.0536,9,0.0965,-5.987,0.0291,92.724
Blind Pilot,6qiGjRyN7TJ1GA2nXF68Hi,Moon At Dawn,0.375,0.406,0.476,0.123,9,0.0784,-8.223,0.0309,104.738
Of Monsters and Men,4dwdTW1Lfiq0cM8nBAqIIz,Little Talks,0.0206,0.446,0.757,0,1,0.146,-5.177,0.0322,102.88
Of Monsters and Men,4dwdTW1Lfiq0cM8nBAqIIz,Dirty Paws,0.108,0.359,0.648,0.0135,3,0.0555,-7.06,0.035,111.733
Of Monsters and Men,4dwdTW1Lfiq0cM8nBAqIIz,Crystals,0.00208,0.581,0.75,0.000442,0,0.109,-7.211,0.0304,132.195
Of Monsters and Men,4dwdTW1Lfiq0cM8nBAqIIz,Mountain Sound,0.0421,0.379,0.879,0.00435,1,0.146,-4.336,0.0363,102.021
Of Monsters and Men,4dwdTW1Lfiq0cM8nBAqIIz,King And Lionheart,0.104,0.52,0.655,0.00347,3,0.124,-6.516,0.0393,126.593
Of Monsters and Men,4dwdTW1Lfiq0cM8nBAqIIz,Slow And Steady,0.0173,0.316,0.803,0.166,8,0.36,-7.143,0.0543,117.195
Of Monsters and Men,4dwdTW1Lfiq0cM8nBAqIIz,Wolves Without Teeth,0.00108,0.362,0.72,0.000446,11,0.332,-6.169,0.0333,135.613
Of Monsters and Men,4dwdTW1Lfiq0cM8nBAqIIz,Love Love Love,0.804,0.241,0.367,8.98e-05,7,0.0836,-9.814,0.042,81.561
Of Monsters and Men,4dwdTW1Lfiq0cM8nBAqIIz,Empire,0.000422,0.504,0.692,0.000744,5,0.0919,-6.32,0.032,118.96
Of Monsters and Men,4dwdTW1Lfiq0cM8nBAqIIz,Yellow Light,0.305,0.381,0.419,0.00133,2,0.378,-10.979,0.0264,101.029
The Avett Brothers,196lKsA13K3keVXMDFK66q,I And Love And You,0.816,0.494,0.268,9.74e-05,2,0.076,-10.063,0.0315,70.223
The Avett Brothers,196lKsA13K3keVXMDFK66q,Ain't No Man,0.315,0.766,0.695,0,11,0.112,-5.564,0.341,90.805
The Avett Brothers,196lKsA13K3keVXMDFK66q,I Wish I Was,0.814,0.555,0.306,0,11,0.187,-8.766,0.0311,110.511
The Avett Brothers,196lKsA13K3keVXMDFK66q,No Hard Feelings,0.693,0.485,0.324,2.37e-05,5,0.115,-8.185,0.031,142.011
The Avett Brothers,196lKsA13K3keVXMDFK66q,Head Full Of Doubt/Road Full Of Promise,0.437,0.304,0.483,2.94e-05,7,0.0984,-7.263,0.0383,176.283
The Avett Brothers,196lKsA13K3keVXMDFK66q,Laundry Room,0.485,0.364,0.498,0.000195,11,0.212,-7.949,0.0331,149.438
The Avett Brothers,196lKsA13K3keVXMDFK66q,Murder in the City,0.92,0.632,0.251,7.23e-05,3,0.131,-10.967,0.033,107.265
The Avett Brothers,196lKsA13K3keVXMDFK66q,January Wedding,0.379,0.473,0.382,3.79e-06,9,0.308,-9.268,0.0279,134.798
The Avett Brothers,196lKsA13K3keVXMDFK66q,Live And Die,0.0753,0.597,0.777,1.21e-06,11,0.15,-5.078,0.0262,117.692
The Avett Brothers,196lKsA13K3keVXMDFK66q,Famous Flower of Manhattan,0.843,0.553,0.155,0.00012,9,0.114,-8.905,0.034,102.99
Edward Sharpe & The Magnetic Zeros,7giUHu5pv6YTZgSkxxCcgh,Home,0.32,0.545,0.59,0.000389,2,0.124,-6.693,0.0327,111.739
Edward Sharpe & The Magnetic Zeros,7giUHu5pv6YTZgSkxxCcgh,40 Day Dream,0.202,0.571,0.645,0,2,0.0759,-6.083,0.0505,81.955
Edward Sharpe & The Magnetic Zeros,7giUHu5pv6YTZgSkxxCcgh,Man on Fire,0.756,0.474,0.481,0.136,11,0.106,-11.837,0.0382,90.153
Edward Sharpe & The Magnetic Zeros,7giUHu5pv6YTZgSkxxCcgh,Home (featuring the Gulu Widows Choir),0.209,0.596,0.577,1.1e-06,2,0.133,-6.447,0.0378,111.79
Edward Sharpe & The Magnetic Zeros,7giUHu5pv6YTZgSkxxCcgh,Janglin,0.628,0.578,0.687,7.96e-05,6,0.314,-6.653,0.0508,123.817
Edward Sharpe & The Magnetic Zeros,7giUHu5pv6YTZgSkxxCcgh,One Love to Another,0.858,0.683,0.46,0.854,2,0.152,-14.644,0.0553,112.59
Edward Sharpe & The Magnetic Zeros,7giUHu5pv6YTZgSkxxCcgh,That's What's Up,0.148,0.335,0.567,0.00467,4,0.105,-8.601,0.135,201.296
Edward Sharpe & The Magnetic Zeros,7giUHu5pv6YTZgSkxxCcgh,No Love Like Yours,0.294,0.422,0.828,0.00137,6,0.127,-6.476,0.0473,110.447
Edward Sharpe & The Magnetic Zeros,7giUHu5pv6YTZgSkxxCcgh,Hot Coals,0.406,0.262,0.79,0.321,8,0.165,-6.942,0.105,196.957
Vance Joy,10exVja0key0uqUkk6LJRT,Riptide,0.431,0.484,0.731,0,1,0.151,-6.694,0.0379,101.654
Vance Joy,10exVja0key0uqUkk6LJRT,Georgia,0.312,0.388,0.66,0.000307,11,0.0943,-7.372,0.0308,143.554
Vance Joy,10exVja0key0uqUkk6LJRT,Saturday Sun,0.484,0.637,0.864,0,8,0.222,-4.381,0.0468,99.995
Vance Joy,10exVja0key0uqUkk6LJRT,Mess Is Mine,0.047,0.595,0.723,0.0286,7,0.0995,-8.256,0.0349,108.043
Vance Joy,10exVja0key0uqUkk6LJRT,Like Gold,0.224,0.477,0.712,8.36e-06,7,0.118,-6.759,0.0653,109.965
Vance Joy,10exVja0key0uqUkk6LJRT,Fire and the Flood,0.0242,0.596,0.827,0,5,0.0958,-4.402,0.0372,115.034
Vance Joy,10exVja0key0uqUkk6LJRT,Lay It On Me,0.101,0.733,0.663,6.98e-06,5,0.0694,-5.766,0.0322,127.974
Vance Joy,10exVja0key0uqUkk6LJRT,I'm With You,0.805,0.657,0.396,1.58e-06,7,0.103,-9.255,0.0293,110.003
Vance Joy,10exVja0key0uqUkk6LJRT,Take Your Time,0.4,0.638,0.687,0.000114,7,0.166,-6.556,0.0351,114.98
Vance Joy,10exVja0key0uqUkk6LJRT,We're Going Home,0.323,0.386,0.675,3.68e-06,4,0.14,-5.481,0.0424,189.894
Langhorne Slim,099toTcKJoywTosZr2hHjy,Life Is Confusing,0.955,0.373,0.216,0.00105,1,0.0739,-11.41,0.0326,129.03
Langhorne Slim,099toTcKJoywTosZr2hHjy,The Way We Move,0.217,0.539,0.836,0.000168,11,0.303,-5.365,0.0654,135.596
Langhorne Slim,099toTcKJoywTosZr2hHjy,Sea Of Love,0.904,0.538,0.272,0.000613,11,0.108,-10.783,0.0381,118.382
Langhorne Slim,099toTcKJoywTosZr2hHjy,Changes,0.891,0.668,0.367,0.00521,11,0.103,-11.002,0.0285,110.21
Langhorne Slim,099toTcKJoywTosZr2hHjy,Put It Together,0.327,0.484,0.869,0.000132,9,0.112,-3.778,0.0322,125.63
Langhorne Slim,099toTcKJoywTosZr2hHjy,House Of My Soul (You Light The Rooms),0.645,0.548,0.624,0.0086,10,0.296,-7.444,0.0383,69.446
Langhorne Slim,099toTcKJoywTosZr2hHjy,Funny Feelin' (For Junior Kimbrough and Ted Hawkins),0.852,0.5,0.45,0.000263,8,0.219,-9.833,0.0345,73.96
Langhorne Slim,099toTcKJoywTosZr2hHjy,Never Break,0.957,0.501,0.175,0.477,9,0.0912,-11.721,0.0307,105.724
Langhorne Slim,099toTcKJoywTosZr2hHjy,Alligator Girl,0.948,0.522,0.296,0.619,7,0.105,-10.46,0.0302,67.012
Langhorne Slim,099toTcKJoywTosZr2hHjy,Be Kind To Me - Recorded at Sound Stage Studios Nashville,0.799,0.539,0.429,2.35e-05,7,0.833,-9.788,0.0301,137.694
Wild Rivers,59sBwR0jPSTrbMtuTkRPN5,Wandering Child,0.793,0.671,0.34,1.93e-06,2,0.0948,-12.108,0.0351,98.011
Wild Rivers,59sBwR0jPSTrbMtuTkRPN5,Speak Too Soon,0.571,0.705,0.443,0.000116,7,0.109,-10.765,0.0716,151.751
Wild Rivers,59sBwR0jPSTrbMtuTkRPN5,Heart Attack,0.885,0.674,0.204,0.000211,5,0.0916,-13.535,0.0385,120.299
Wild Rivers,59sBwR0jPSTrbMtuTkRPN5,Howling,0.326,0.62,0.477,0,11,0.171,-6.911,0.0271,92.001
Wild Rivers,59sBwR0jPSTrbMtuTkRPN5,Already Gone,0.782,0.587,0.353,0.000105,10,0.0901,-12.719,0.031,95.378
Wild Rivers,59sBwR0jPSTrbMtuTkRPN5,Paul Simon,0.858,0.626,0.272,0.00133,11,0.109,-14.041,0.0325,149.834
